transaction_id,customer_id,product_id,quantity,purchase_date,purchased,age,gender,city,annual_income,signup_date,loyalty_score,is_active,category,price,discount,stock_qty,rating,age_missing,annual_income_missing,loyalty_score_missing,iso_outlier,days_since_last_purchase,days_since_signup,signup_year,signup_month,transaction_id_numeric,income_group,income_group_ord,total_purchase_value,purchase_per_day,log_total_purchase,log_income,sqrt_loyalty_score,recency_inverse,purchase_value_power,income_bin,frequent_buyer
T00128,369,91,4,2023-08-17,1,39.0,Female,Mumbai,2029383.0,2023-02-03,65.51,1,Toys,579.59,10,118,2.8,0,0,0,1,920,1115,2023,2,128.0,Very High,3,-20865.24,-18.713219730941706,0.0,14.523242856692363,8.093824806604106,0.0010857763300760044,0.22354453470392013,Very High,0
T00130,197,58,3,2024-06-04,1,46.36172450052576,Other,Ahmedabad,1567000.0,2021-10-26,21.73,0,Toys,3847.93,20,280,2.1,0,0,0,1,628,1580,2021,10,130.0,Very High,3,-219332.00999999998,-138.81772784810124,0.0,14.264674159500048,4.661544808322666,0.001589825119236884,-2.981420802770526,High,0
T00131,267,78,3,2024-05-01,1,58.0,Female,Rajkot,1643209.0,2019-08-27,37.15,1,Groceries,529.99,0,140,3.2,0,0,0,1,662,2371,2019,8,131.0,Very High,3,1589.97,0.6705904681568958,7.372099172094641,14.312162203824379,6.0950799830683104,0.0015082956259426848,0.878502132188262,High,1
T00132,64,1,1,2022-07-11,1,40.0,Female,Surat,1223201.6884210526,2018-07-26,93.55,1,Books,2130.87,10,173,3.0,0,0,0,1,1322,2768,2018,7,132.0,High,2,-19177.829999999998,-6.928406791907514,0.0,14.016983131453513,9.67212489580237,0.0007558578987150416,0.2563334778365456,Medium,1
T00133,378,60,4,2022-11-21,0,43.0,Female,Vadodara,237616.0,2019-02-09,37.3,0,Clothing,529.99,10,253,4.8,0,0,0,1,1189,2570,2019,2,133.0,Low,0,-19079.64,-7.423984435797665,0.0,12.37841541273268,6.107372593840988,0.0008403361344537816,0.2582513509777819,Low,1
T00136,558,60,2,2023-04-12,1,67.0,Male,Vadodara,1223201.6884210526,2020-05-06,48.76,1,Clothing,529.99,10,253,4.8,0,0,0,1,1047,2118,2020,5,136.0,High,2,-9539.82,-4.504164305949009,0.0,14.016983131453513,6.982836100038436,0.0009541984732824427,0.45133589990649015,Medium,1
T00137,34,39,1,2024-06-12,1,47.0,Female,Rajkot,862128.0,2021-08-18,8.41,1,Books,663.71,15,434,3.0,0,0,0,1,620,1649,2021,8,137.0,High,2,-9291.94,-5.634893875075804,0.0,13.66716019042125,2.9,0.001610305958132045,0.4565857095894574,Medium,1
T00139,224,62,4,2022-11-14,1,57.0,Male,Delhi,1954344.0,2020-06-30,9.49,1,Groceries,1806.85,0,372,4.4,0,0,0,1,1196,2063,2020,6,139.0,Very High,3,7227.4,3.5033446437227336,8.885772990524009,14.48556565690054,3.0805843601498726,0.000835421888053467,1.7565116650114838,Very High,1
T00140,478,13,4,2022-05-24,1,72.0,Male,Vadodara,1492214.0,2023-02-05,51.36,1,Groceries,821.97,20,273,2.9,0,0,0,1,1370,1113,2023,2,140.0,High,2,-62469.72,-56.12733153638814,0.0,14.215772151240841,7.166589146867567,0.0007293946024799417,-0.5242619569518925,High,0
T00141,587,96,1,2023-01-19,1,58.0,Female,Ahmedabad,1565072.0,2020-10-15,20.28,1,Toys,2503.56,15,408,1.6,0,0,0,1,1130,1956,2020,10,141.0,Very High,3,-35049.84,-17.919141104294475,0.0,14.263443026235942,4.503332099679081,0.0008841732979664014,-0.04213350257156806,High,0
T00142,697,70,4,2022-08-04,0,41.0,Other,Ahmedabad,1525142.0,2021-05-12,15.44,1,Clothing,2516.66,15,15,2.2,0,0,0,1,1298,1747,2021,5,142.0,Very High,3,-140932.96,-80.67141385231825,0.0,14.237598734119274,3.9293765408777,0.0007698229407236335,-1.794837707801339,High,0
T00143,267,59,2,2022-12-27,0,58.0,Female,Rajkot,1643209.0,2019-08-27,37.15,1,Clothing,529.99,0,12,1.1,0,0,0,1,1153,2371,2019,8,143.0,Very High,3,1059.98,0.44706031210459724,6.966948288294941,14.312162203824379,6.0950799830683104,0.0008665511265164644,0.8060225644030997,High,1
T00145,27,54,2,2022-01-15,1,29.0,Other,Vadodara,1645513.0,2023-05-29,64.9,0,Clothing,719.93,15,389,2.5,0,0,0,1,1499,1000,2023,5,145.0,Very High,3,-20158.039999999997,-20.158039999999996,0.0,14.313563355381602,8.056053624449133,0.0006666666666666666,0.23724818120576213,High,0
T00146,893,88,4,2022-08-05,0,28.0,Male,Delhi,2301710.0,2019-02-19,86.47,1,Toys,2144.89,15,258,4.7,0,0,0,1,1297,2560,2019,2,146.0,Very High,3,-120113.84,-46.91946875,0.0,14.6491633173767,9.298924669014154,0.0007704160246533128,-1.4682189860522896,Very High,0
T00147,603,4,1,2023-05-07,1,51.0,Male,Rajkot,2266008.0,2018-05-21,80.36,1,Toys,1696.13,20,79,4.4,0,0,0,1,1022,2834,2018,5,147.0,Very High,3,-32226.47,-11.37137261820748,0.0,14.633530692318601,8.964373932405989,0.0009775171065493646,0.00957291751347431,Very High,1
T00148,317,82,2,2023-07-01,1,51.0,Male,Surat,767066.0,2019-05-08,25.27,1,Books,2343.59,5,112,2.8,0,0,0,1,967,2482,2019,5,148.0,Medium,1,-18748.72,-7.5538759065269945,0.0,13.550329429858955,5.026927491022722,0.0010330578512396695,0.26472330813981404,Medium,1
T00150,751,35,4,2022-09-27,1,59.0,Male,Mumbai,431456.0,2020-09-17,73.28,1,Groceries,1662.07,20,221,2.9,0,0,0,1,1244,1984,2020,9,150.0,Medium,1,-126317.31999999999,-63.66800403225806,0.0,12.974923132164557,8.560373823613078,0.0008032128514056225,-1.5661721715615664,Low,0
T00151,425,95,3,2023-04-12,1,69.0,Female,Rajkot,1345660.0,2019-04-26,78.25,0,Books,2908.33,5,320,1.7,0,0,0,1,1047,2494,2019,4,151.0,High,2,-34899.96,-13.993568564554932,0.0,14.112395900110293,8.845903006477066,0.0009541984732824427,-0.03940093039720663,High,0
T00154,961,48,1,2023-06-03,1,23.0,Male,Delhi,505709.0,2021-08-11,48.93,1,Groceries,1241.05,5,166,1.6,0,0,0,1,995,1656,2021,8,154.0,Medium,1,-4964.2,-2.9977053140096617,0.0,13.133718661442463,6.994998213009064,0.001004016064257028,0.5513923609389113,Low,1
T00159,905,98,2,2022-04-21,0,55.0,Female,Rajkot,753833.0,2018-03-26,29.7,1,Toys,529.99,15,271,2.2,0,0,0,1,1403,2890,2018,3,159.0,Medium,1,-14839.720000000001,-5.1348512110726645,0.0,13.532927463600316,5.449770637375485,0.0007122507122507123,0.3422404726672763,Medium,1
T00161,337,92,2,2023-11-22,1,72.0,Male,Delhi,1335716.0,2022-09-05,43.2,0,Clothing,3091.76,0,117,2.8,0,0,0,1,823,1266,2022,9,161.0,High,2,6183.52,4.884296998420221,8.729804674701015,14.104978784293053,6.572670690061994,0.0012135922330097086,1.5846279070632479,High,1
T00164,370,4,2,2024-01-02,1,42.0,Male,Ahmedabad,893781.0,2022-03-03,21.2,0,Toys,1696.13,20,79,4.4,0,0,0,1,782,1452,2022,3,164.0,High,2,-64452.94,-44.38907713498623,0.0,13.703217176545204,4.604345773288535,0.001277139208173691,-0.5580415729072311,Medium,0
T00165,198,81,2,2023-08-15,1,46.36172450052576,Other,Surat,543838.0,2019-08-15,47.14,1,Clothing,3546.64,15,127,2.2,0,0,0,1,922,2383,2019,8,165.0,Medium,1,-99305.92,-41.6726479227864,0.0,13.206408526152142,6.865857557508749,0.0010834236186348862,-1.1352172743747595,Low,0
T00166,137,73,1,2023-05-15,1,43.0,Female,Surat,1079657.0,2019-12-24,77.88,1,Groceries,1695.89,15,454,4.5,0,0,0,1,1014,2252,2019,12,166.0,High,2,-23742.460000000003,-10.542833037300179,0.0,13.89215488228426,8.824964589164082,0.0009852216748768472,0.16831789592400345,Medium,1
T00167,157,62,3,2023-08-18,1,56.0,Male,Ahmedabad,237616.0,2019-05-21,43.61,1,Groceries,1806.85,0,372,4.4,0,0,0,1,919,2469,2019,5,167.0,Low,0,5420.549999999999,2.195443499392466,8.598137031409596,12.37841541273268,6.603786792439623,0.0010869565217391304,1.4610533747120429,Low,1
T00168,760,62,4,2023-07-08,1,26.0,Male,Delhi,2267471.0,2021-12-01,90.06,1,Groceries,1806.85,0,372,4.4,0,0,0,1,960,1544,2021,12,168.0,Very High,3,7227.4,4.680958549222797,8.885772990524009,14.634176112493863,9.489994731294638,0.001040582726326743,1.7565116650114838,Very High,1
T00169,212,18,1,2022-09-30,1,43.0,Female,Rajkot,1687722.0,2021-06-12,9.77,1,Toys,1049.25,20,166,1.5,0,0,0,1,1241,1716,2021,6,169.0,Very High,3,-19935.75,-11.61756993006993,0.0,14.338890841146172,3.1256999216175565,0.0008051529790660225,0.24156682988379996,High,1
T00171,673,30,4,2022-06-22,1,30.0,Female,Ahmedabad,2295674.0,2021-02-08,25.44,1,Groceries,1889.88,15,487,2.0,0,0,0,1,1341,1840,2021,2,171.0,Very High,3,-105833.28,-57.518086956521735,0.0,14.646537475879725,5.043808085167397,0.0007451564828614009,-1.2404665327084732,Very High,0
T00173,657,12,3,2022-06-04,1,64.0,Other,Mumbai,337736.0,2019-05-12,58.43,0,Home,1131.96,5,445,4.8,0,0,0,1,1359,2478,2019,5,173.0,Medium,1,-13583.52,-5.481646489104117,0.0,12.730022765074285,7.643951857514541,0.0007352941176470588,0.367624693395374,Low,1
T00174,769,63,4,2023-06-06,1,34.0,Female,Surat,2301710.0,2021-05-12,93.55,0,Groceries,1408.51,10,345,4.0,0,0,0,1,992,1747,2021,5,174.0,Very High,3,-50706.36,-29.024819690898685,0.0,14.6491633173767,9.67212489580237,0.0010070493454179255,-0.32121448547045367,Very High,0
T00178,889,84,2,2022-08-03,1,20.0,Female,Rajkot,1649449.0,2020-11-11,26.55,1,Books,849.78,5,133,1.2,0,0,0,1,1299,1929,2020,11,178.0,Very High,3,-6798.24,-3.5242301710730946,0.0,14.315952456975525,5.152669211195301,0.0007692307692307692,0.5103840961461533,High,1
T00182,789,87,2,2023-03-15,1,28.0,Female,Delhi,1175991.0,2018-10-27,32.72,1,Clothing,2045.64,5,30,3.3,0,0,0,1,1075,2675,2018,10,182.0,High,2,-16365.12,-6.117801869158879,0.0,13.977622604696482,5.720139858430037,0.0009293680297397769,0.31174306670804525,Medium,1
T00183,620,4,2,2024-04-28,1,72.0,Female,Delhi,902929.0,2020-02-25,92.23,1,Toys,1696.13,20,79,4.4,0,0,0,1,665,2189,2020,2,183.0,High,2,-64452.94,-29.44401096391046,0.0,13.713400310014496,9.603645141299214,0.0015015015015015015,-0.5580415729072311,Medium,0
T00184,49,6,4,2023-11-17,0,28.0,Male,Rajkot,2025766.0,2021-07-26,93.55,1,Toys,1255.52,0,418,3.9,0,0,0,1,828,1672,2021,7,184.0,Very High,3,5022.08,3.0036363636363634,8.521798570360225,14.521458952241357,9.67212489580237,0.0012062726176115801,1.3972844408214717,Very High,1
T00185,542,23,2,2022-06-01,1,56.0,Other,Delhi,1741791.0,2019-03-31,51.06,1,Clothing,2555.84,20,60,1.3,0,0,0,1,1362,2520,2019,3,185.0,Very High,3,-97121.92000000001,-38.54044444444445,0.0,14.370425026280406,7.145628033979938,0.0007336757153338225,-1.0998274925831457,High,0
T00186,162,67,4,2022-11-27,1,46.36172450052576,Male,Delhi,237616.0,2019-10-28,7.054,1,Groceries,1390.87,5,96,1.4,0,0,0,1,1183,2309,2019,10,186.0,Low,0,-22253.92,-9.63790385448246,0.0,12.37841541273268,2.6559367462347443,0.0008445945945945946,0.19678787175824614,Low,1
T00187,502,95,2,2023-06-22,0,46.0,Male,Delhi,1223201.6884210526,2019-12-13,50.18,1,Books,2908.33,5,320,1.7,0,0,0,1,976,2263,2019,12,187.0,High,2,-23266.64,-10.281325673884224,0.0,14.016983131453513,7.083784299369935,0.0010235414534288639,0.17739569534231286,Medium,1
T00189,837,63,2,2022-04-25,1,25.0,Female,Surat,2202894.0,2021-07-10,52.22,1,Groceries,1408.51,10,345,4.0,0,0,0,1,1399,1688,2021,7,189.0,Very High,3,-25353.18,-15.019656398104265,0.0,14.605282962369888,7.226340706055867,0.0007142857142857143,0.13773960103241764,Very High,0
T00190,586,92,4,2024-06-12,0,50.0,Other,Vadodara,237616.0,2021-06-18,81.63,1,Clothing,3091.76,0,117,2.8,0,0,0,1,620,1710,2021,6,190.0,Low,0,12367.04,7.232187134502924,9.422871004974626,12.37841541273268,9.034932207825358,0.001610305958132045,2.6392857020926965,Low,1
T00191,635,51,1,2023-04-27,1,53.0,Other,Delhi,1157306.0,2020-12-21,60.76,0,Groceries,1250.97,15,158,1.5,0,0,0,1,1032,1889,2020,12,191.0,High,2,-17513.58,-9.271349920592908,0.0,13.961606312379184,7.794870107962031,0.000968054211035818,0.28899697856238354,Medium,1
T00193,388,51,2,2024-06-17,1,46.0,Other,Rajkot,434435.0,2021-05-19,12.53,1,Groceries,1250.97,15,158,1.5,0,0,0,1,615,1740,2021,5,193.0,Medium,1,-35027.16,-20.130551724137934,0.0,12.981803917096268,3.5397740040855714,0.0016233766233766235,-0.041720092674035834,Low,0
T00194,196,57,2,2022-03-16,0,21.0,Other,Rajkot,1609623.0,2022-01-25,76.33,1,Toys,2336.65,15,29,2.6,0,0,0,1,1439,1489,2022,1,194.0,Very High,3,-65426.200000000004,-43.939691067830765,0.0,14.291511169313175,8.736704184073076,0.0006944444444444445,-0.5745752346149361,High,0
T00196,970,17,4,2022-07-08,0,27.0,Other,Mumbai,2301710.0,2022-09-07,60.93,1,Toys,1098.17,15,163,2.9,0,0,0,1,1325,1264,2022,9,196.0,Very High,3,-61497.520000000004,-48.65310126582279,0.0,14.6491633173767,7.805767098754613,0.0007541478129713424,-0.5076582083333316,Very High,0
T00197,485,12,1,2022-03-19,1,55.0,Male,Rajkot,1779355.0,2023-05-31,62.17,1,Home,1131.96,5,445,4.8,0,0,0,1,1436,998,2023,5,197.0,Very High,3,-4527.84,-4.536913827655311,0.0,14.391762059050862,7.884795495128583,0.0006958942240779402,0.5613862567854947,High,1
T00198,879,96,4,2023-08-25,1,55.0,Other,Ahmedabad,439578.0,2020-10-03,76.4,1,Toys,2503.56,15,408,1.6,0,0,0,1,912,1968,2020,10,198.0,Medium,1,-140199.36,-71.23951219512195,0.0,12.99357272966991,8.740709353364863,0.001095290251916758,-1.7834272419984123,Low,0
T00199,298,74,4,2023-11-19,0,41.0,Female,Vadodara,864783.0,2019-04-17,71.54,1,Groceries,1192.1,10,427,3.2,0,0,0,1,826,2503,2019,4,199.0,High,2,-42915.6,-17.14566520175789,0.0,13.670235043748379,8.4581321815162,0.0012091898428053204,-0.18380505299036176,Medium,0
T00201,291,22,4,2023-07-20,1,72.0,Male,Vadodara,1680635.0,2022-04-28,49.94,1,Clothing,2891.78,5,169,1.9,0,0,0,1,948,1396,2022,4,201.0,Very High,3,-46268.48,-33.14361031518625,0.0,14.33468285116793,7.066823897621901,0.001053740779768177,-0.24326330023847934,High,0
T00202,942,75,1,2022-07-03,1,20.0,Other,Mumbai,370746.0,2019-12-27,42.4,1,Books,2672.75,5,430,3.2,0,0,0,1,1330,2249,2019,12,202.0,Medium,1,-10691.0,-4.753668297020898,0.0,12.82327516826144,6.511528238439882,0.0007513148009015778,0.42715235113781913,Low,1
T00203,1000,92,1,2024-05-20,1,22.0,Other,Ahmedabad,1907976.0,2022-06-01,93.55,1,Clothing,3091.76,0,117,2.8,0,0,0,1,643,1362,2022,6,203.0,Very High,3,3091.76,2.2700146842878124,8.036819175106075,14.461554076410374,9.67212489580237,0.0015527950310559005,1.097422084222887,Very High,1
T00204,714,39,4,2022-08-10,1,72.0,Male,Ahmedabad,865059.0,2021-10-15,50.70416578108395,1,Books,663.71,15,434,3.0,0,0,0,1,1292,1591,2021,10,204.0,High,2,-37167.76,-23.361257071024514,0.0,13.670554147670284,7.1206857662084735,0.0007733952049497294,-0.08060713133559665,Medium,0
T00205,606,77,4,2024-04-06,1,69.0,Other,Rajkot,642299.0,2020-10-25,42.21,1,Toys,1098.07,15,433,2.9,0,0,0,1,687,1946,2020,10,205.0,Medium,1,-61491.92,-31.59913669064748,0.0,13.372810763245884,6.496922348312315,0.0014534883720930232,-0.507562482159832,Low,0
T00206,921,51,2,2022-11-24,0,67.0,Female,Delhi,2221142.0,2020-05-27,48.16,1,Groceries,1250.97,15,158,1.5,0,0,0,1,1186,2097,2020,5,206.0,Very High,3,-35027.16,-16.703462088698142,0.0,14.61353248621589,6.9397406291589885,0.0008424599831508003,-0.041720092674035834,Very High,0
T00207,838,41,2,2022-06-28,1,46.36172450052576,Female,Surat,454696.0,2020-12-07,7.054,1,Toys,3021.53,10,7,3.2,0,0,0,1,1335,1903,2020,12,207.0,Medium,1,-54387.54,-28.579894902785078,0.0,13.027386542034574,2.6559367462347443,0.0007485029940119761,-0.385282160917725,Low,0
T00208,384,14,3,2024-02-27,1,72.0,Female,Surat,1782707.0,2019-01-15,48.3,1,Books,737.42,0,29,4.8,0,0,0,1,726,2595,2019,1,208.0,Very High,3,2212.2599999999998,0.8525086705202312,7.702221820723355,14.39364411450491,6.9498201415576215,0.001375515818431912,0.967204016898729,High,1
T00209,570,98,3,2022-04-22,1,45.0,Male,Mumbai,1223201.6884210526,2020-08-17,71.53,1,Toys,529.99,15,271,2.2,0,0,0,1,1402,2015,2020,8,209.0,High,2,-22259.58,-11.046937965260547,0.0,14.016983131453513,8.457541013793549,0.0007127583749109052,0.19667921457461812,Medium,1
T00210,682,3,4,2024-01-06,1,67.0,Other,Ahmedabad,276946.0,2021-12-10,7.054,1,Toys,2617.55,20,192,1.9,0,0,0,1,778,1535,2021,12,210.0,Low,0,-198933.80000000002,-129.5985667752443,0.0,12.531581431122385,2.6559367462347443,0.0012836970474967907,-2.678202406164708,Low,0
T00211,583,6,1,2023-12-27,0,45.0,Other,Ahmedabad,1982533.0,2020-03-30,7.054,0,Toys,1255.52,0,418,3.9,0,0,0,1,788,2155,2020,3,211.0,Very High,3,1255.52,0.5826078886310905,7.136101274087371,14.499886382407132,2.6559367462347443,0.0012674271229404308,0.8323702052641123,Very High,1
T00213,407,11,4,2022-11-23,1,45.0,Female,Mumbai,1107169.0,2019-08-09,88.48,1,Groceries,1509.99,5,156,2.5,0,0,0,1,1187,2389,2019,8,213.0,High,2,-24159.84,-10.112951025533697,0.0,13.917317768102734,9.406380813043878,0.0008417508417508417,0.16037212791618533,Medium,1
T00215,717,71,1,2024-06-15,0,48.0,Male,Vadodara,821580.0,2019-02-19,42.83,0,Books,1763.08,5,388,1.5,0,0,0,1,617,2560,2019,2,215.0,High,2,-7052.32,-2.7548125,0.0,13.618985811720515,6.54446330878247,0.0016181229773462784,0.5048108553336901,Medium,1
T00216,91,93,4,2023-10-31,0,42.0,Other,Delhi,237616.0,2021-02-02,23.4,0,Groceries,596.84,5,225,3.2,0,0,0,1,845,1846,2021,2,216.0,Low,0,-9549.44,-5.173044420368364,0.0,12.37841541273268,4.8373546489791295,0.001182033096926714,0.45113247594462347,Low,1
T00218,60,9,4,2022-07-19,1,40.0,Female,Mumbai,352380.0,2018-09-11,84.94,1,Groceries,630.48,10,463,3.6,0,0,0,1,1314,2721,2018,9,218.0,Medium,1,-22697.28,-8.341521499448731,0.0,12.772468255586102,9.216289925995166,0.0007604562737642585,0.18828600718778732,Low,1
T00220,354,78,2,2023-12-09,1,59.0,Male,Rajkot,2048739.0,2021-02-20,88.11,1,Groceries,529.99,0,140,3.2,0,0,0,1,806,1828,2021,2,220.0,Very High,3,1059.98,0.5798577680525164,6.966948288294941,14.532735528003249,9.38669270829721,0.0012391573729863693,0.8060225644030997,Very High,1
T00221,276,1,3,2022-02-04,1,23.0,Male,Rajkot,801110.0,2020-03-07,23.16,1,Books,2130.87,10,173,3.0,0,0,0,1,1479,2178,2020,3,221.0,High,2,-57533.49,-26.41574380165289,0.0,13.593754793228648,4.812483766206386,0.0006756756756756757,-0.43964203830078286,Medium,0
T00222,618,18,3,2023-01-14,1,71.0,Male,Surat,1299487.0,2023-02-10,14.83,1,Toys,1049.25,20,166,1.5,0,0,0,1,1135,1108,2023,2,222.0,High,2,-59807.25,-53.977662454873645,0.0,14.077480898700152,3.850973902793941,0.0008802816901408451,-0.4787191413836825,High,0
T00223,790,82,2,2023-01-22,0,66.0,Other,Delhi,1665692.0,2020-09-19,93.55,1,Books,2343.59,5,112,2.8,0,0,0,1,1127,1982,2020,9,223.0,Very High,3,-18748.72,-9.45949545913219,0.0,14.325751811018955,9.67212489580237,0.0008865248226950354,0.26472330813981404,High,1
T00224,369,50,2,2024-01-28,1,39.0,Female,Mumbai,2029383.0,2023-02-03,65.51,1,Groceries,1106.41,15,324,1.4,0,0,0,1,756,1115,2023,2,224.0,Very High,3,-30979.480000000003,-27.784286995515696,0.0,14.523242856692363,8.093824806604106,0.001321003963011889,0.032572605153633305,Very High,0
T00225,863,7,4,2022-08-25,0,55.0,Female,Vadodara,1225020.0,2018-03-08,86.88,1,Groceries,1388.41,0,188,4.8,0,0,0,1,1277,2908,2018,3,225.0,High,2,5553.64,1.909779917469051,8.622388893493051,14.01846854467117,9.320944158184835,0.000782472613458529,1.4824739094720678,High,1
T00226,713,51,4,2023-09-08,1,34.0,Female,Vadodara,1369623.0,2019-12-23,7.09,0,Groceries,1250.97,15,158,1.5,0,0,0,1,898,2253,2019,12,226.0,High,2,-70054.32,-31.093794940079896,0.0,14.130046807580568,2.6627053911388696,0.0011123470522803114,-0.6528210451896165,High,0
T00227,487,47,1,2023-06-03,1,23.0,Other,Delhi,2301710.0,2020-04-14,42.69,0,Toys,3240.34,10,428,1.3,0,0,0,1,995,2140,2020,4,227.0,Very High,3,-29163.06,-13.627598130841122,0.0,14.6491633173767,6.5337584895678535,0.001004016064257028,0.06626592207903977,Very High,0
T00228,964,81,1,2022-10-10,1,21.0,Male,Rajkot,1018413.0,2020-12-02,90.78,1,Clothing,3546.64,15,127,2.2,0,0,0,1,1231,1908,2020,12,228.0,High,2,-49652.96,-26.02356394129979,0.0,13.833757073185046,9.527853903162034,0.0008116883116883117,-0.30278467129868253,Medium,0
T00229,366,28,3,2022-01-01,1,48.0,Other,Mumbai,2301710.0,2019-04-07,24.4,1,Clothing,2710.87,10,470,3.4,0,0,0,1,1513,2513,2019,4,229.0,Very High,3,-73193.48999999999,-29.12594110624751,0.0,14.6491633173767,4.9396356140913875,0.0006605019815059445,-0.7055562162936491,Very High,0
T00230,608,48,2,2024-01-01,1,72.0,Male,Mumbai,1918404.0,2021-07-24,93.55,1,Groceries,1241.05,5,166,1.6,0,0,0,1,783,1674,2021,7,230.0,Very High,3,-9928.4,-5.9309438470728795,0.0,14.467004669590606,9.67212489580237,0.0012755102040816326,0.44313736236533097,Very High,1
T00231,699,68,1,2023-04-09,1,55.0,Other,Vadodara,1284562.0,2022-02-06,92.55,0,Groceries,529.99,15,359,1.1,0,0,0,1,1050,1477,2022,2,231.0,High,2,-7419.860000000001,-5.023601895734598,0.0,14.06592914065087,9.62029105588807,0.0009514747859181732,0.4967891285044108,High,1
T00232,124,56,3,2022-08-18,1,52.0,Female,Ahmedabad,322239.0,2020-07-22,7.054,1,Books,1147.25,5,469,1.8,0,0,0,1,1284,2041,2020,7,232.0,Medium,1,-13767.0,-6.745222929936306,0.0,12.683051888512335,2.6559367462347443,0.0007782101167315176,0.36390091399297597,Low,1
T00235,919,9,3,2023-07-07,1,40.0,Male,Ahmedabad,1903433.0,2022-12-17,7.98,1,Groceries,630.48,10,463,3.6,0,0,0,1,961,1163,2022,12,235.0,Very High,3,-17022.96,-14.637110920034393,0.0,14.459170181232725,2.824889378365107,0.0010395010395010396,0.2986925563589612,Very High,0
T00238,342,43,1,2022-10-25,1,45.0,Male,Vadodara,582641.0,2022-08-20,23.12,1,Clothing,3245.51,20,342,2.2,0,0,0,1,1216,1282,2022,8,238.0,Medium,1,-61664.69,-48.10038221528861,0.0,13.275328211537285,4.8083261120685235,0.0008216926869350862,-0.5105153476447781,Low,0
T00239,12,14,2,2024-06-03,1,41.0,Female,Vadodara,237616.0,2022-05-19,78.32,1,Books,737.42,0,29,4.8,0,0,0,1,629,1375,2022,5,239.0,Low,0,1474.84,1.072610909090909,7.296982598200585,12.37841541273268,8.849858755935035,0.0015873015873015873,0.8624833420605452,Low,1
T00243,512,51,1,2022-06-14,1,67.0,Other,Surat,2285041.0,2019-11-04,62.19,1,Groceries,1250.97,15,158,1.5,0,0,0,1,1349,2302,2019,11,243.0,Very High,3,-17513.58,-7.607984361424848,0.0,14.6418949628855,7.886063656856949,0.0007407407407407407,0.28899697856238354,Very High,1
T00244,966,9,1,2023-11-30,0,59.0,Male,Vadodara,1161322.0,2019-05-22,42.06,1,Groceries,630.48,10,463,3.6,0,0,0,1,815,2468,2019,5,244.0,High,2,-5674.32,-2.299157212317666,0.0,13.965070430428236,6.485368146836385,0.0012254901960784314,0.5353381308461289,Medium,1
T00245,465,79,3,2023-01-18,0,37.0,Female,Rajkot,1016600.0,2019-11-28,50.70416578108395,1,Toys,1960.57,0,359,4.6,0,0,0,1,1131,2278,2019,11,245.0,High,2,5881.71,2.5819622475856012,8.679772819071841,13.831975267665516,7.1206857662084735,0.0008833922261484099,1.5355241629314722,Medium,1
T00246,142,96,4,2022-07-28,1,52.0,Other,Ahmedabad,1440804.0,2020-07-06,11.4,0,Toys,2503.56,15,408,1.6,0,0,0,1,1305,2057,2020,7,246.0,High,2,-140199.36,-68.15719980554205,0.0,14.180712543132143,3.3763886032268267,0.0007656967840735069,-1.7834272419984123,High,0
T00247,942,48,3,2024-01-09,1,20.0,Other,Mumbai,370746.0,2019-12-27,42.4,1,Groceries,1241.05,5,166,1.6,0,0,0,1,775,2249,2019,12,247.0,Medium,1,-14892.599999999999,-6.621876389506447,0.0,12.82327516826144,6.511528238439882,0.001288659793814433,0.34117744230919983,Low,1
T00248,526,87,4,2023-03-08,0,68.0,Male,Mumbai,517508.0,2023-03-26,31.9,0,Clothing,2045.64,5,30,3.3,0,0,0,1,1082,1064,2023,3,248.0,Medium,1,-32730.24,-30.761503759398497,0.0,13.156782195274783,5.648008498577175,0.0009233610341643582,0.0003103093158590043,Low,0
T00249,606,91,4,2023-01-24,1,69.0,Other,Rajkot,642299.0,2020-10-25,42.21,1,Toys,579.59,10,118,2.8,0,0,0,1,1125,1946,2020,10,249.0,Medium,1,-20865.24,-10.722117163412129,0.0,13.372810763245884,6.496922348312315,0.0008880994671403197,0.22354453470392013,Low,1
T00250,229,61,3,2023-07-14,0,67.0,Other,Surat,1223201.6884210526,2020-02-24,68.96,1,Toys,1764.11,10,163,1.6,0,0,0,1,954,2190,2020,2,250.0,High,2,-47630.97,-21.749301369863016,0.0,14.016983131453513,8.304215796810677,0.0010471204188481676,-0.2672826532652378,Medium,0
T00251,632,8,2,2022-08-12,0,62.0,Other,Rajkot,1367777.0,2019-09-19,76.45,1,Clothing,2620.99,0,163,3.2,0,0,0,1,1290,2348,2019,9,251.0,High,2,5241.98,2.232529812606473,8.564645317955302,14.12869808329394,8.743569065318807,0.000774593338497289,1.432407380485259,High,1
T00252,535,59,3,2022-01-03,1,25.0,Female,Rajkot,333186.0,2020-04-09,54.46,1,Clothing,529.99,0,12,1.1,0,0,0,1,1511,2145,2020,4,252.0,Medium,1,1589.97,0.7412447552447553,7.372099172094641,12.716459172907454,7.379701890998037,0.0006613756613756613,0.878502132188262,Low,1
T00253,756,41,3,2023-01-07,1,51.0,Other,Mumbai,509183.0,2019-02-10,33.23,1,Toys,3021.53,10,7,3.2,0,0,0,1,1142,2569,2019,2,253.0,Medium,1,-81581.31,-31.756056831451925,0.0,13.140564723333535,5.764546816532935,0.0008748906386701663,-0.8452313642694653,Low,0
