transaction_id,customer_id,product_id,quantity,purchase_date,purchased,age,gender,city,annual_income,signup_date,loyalty_score,is_active,category,price,discount,stock_qty,rating
T00207,838,41,2,2022-06-28,1,,Female,Surat,454696.0,2020-12-07,4.57,1,Toys,3021.53,10,7,3.2
T00208,384,14,3,2024-02-27,1,72.0,Female,Surat,1782707.0,2019-01-15,48.3,1,Books,737.42,0,29,4.8
T00209,570,98,3,2022-04-22,1,45.0,Male,Mumbai,,2020-08-17,71.53,1,Toys,509.15,15,271,2.2
T00210,682,3,4,2024-01-06,1,67.0,Other,Ahmedabad,276946.0,2021-12-10,6.02,1,Toys,2617.55,20,192,1.9
T00211,583,6,1,2023-12-27,0,45.0,Other,Ahmedabad,1982533.0,2020-03-30,2.98,0,Toys,1255.52,0,418,3.9
T00212,49,55,3,2022-02-28,0,28.0,Male,Rajkot,2025766.0,2021-07-26,96.21,1,Electronics,19468.16,20,127,2.0
T00213,407,11,4,2022-11-23,1,45.0,Female,Mumbai,1107169.0,2019-08-09,88.48,1,Groceries,1509.99,5,156,2.5
T00214,674,37,3,2023-09-13,0,22.0,Male,Vadodara,,2021-07-10,9.56,0,Electronics,42704.08,5,224,4.4
T00215,717,71,1,2024-06-15,0,48.0,Male,Vadodara,821580.0,2019-02-19,42.83,0,Books,1763.08,5,388,1.5
T00216,91,93,4,2023-10-31,0,42.0,Other,Delhi,236421.0,2021-02-02,23.4,0,Groceries,596.84,5,225,3.2
T00217,969,10,1,2022-07-10,0,50.0,Male,Rajkot,1557761.0,2020-03-19,54.09,1,Electronics,60872.09,15,79,1.9
T00218,60,9,4,2022-07-19,1,40.0,Female,Mumbai,352380.0,2018-09-11,84.94,1,Groceries,630.48,10,463,3.6
T00219,103,29,3,2022-11-08,0,28.0,Female,Rajkot,235631.0,2020-04-05,,0,Home,4230.28,5,344,1.5
T00220,354,78,2,2023-12-09,1,59.0,Male,Rajkot,2048739.0,2021-02-20,88.11,1,Groceries,174.87,0,140,3.2
T00221,276,1,3,2022-02-04,1,23.0,Male,Rajkot,801110.0,2020-03-07,23.16,1,Books,2130.87,10,173,3.0
T00222,618,18,3,2023-01-14,1,71.0,Male,Surat,1299487.0,2023-02-10,14.83,1,Toys,1049.25,20,166,1.5
T00223,790,82,2,2023-01-22,0,66.0,Other,Delhi,1665692.0,2020-09-19,93.85,1,Books,2343.59,5,112,2.8
T00224,369,50,2,2024-01-28,1,39.0,Female,Mumbai,2029383.0,2023-02-03,65.51,1,Groceries,1106.41,15,324,1.4
T00225,863,7,4,2022-08-25,0,55.0,Female,Vadodara,1225020.0,2018-03-08,86.88,1,Groceries,1388.41,0,188,4.8
T00226,713,51,4,2023-09-08,1,34.0,Female,Vadodara,1369623.0,2019-12-23,7.09,0,Groceries,1250.97,15,158,1.5
T00227,487,47,1,2023-06-03,1,23.0,Other,Delhi,2422760.0,2020-04-14,42.69,0,Toys,3240.34,10,428,1.3
T00228,964,81,1,2022-10-10,1,21.0,Male,Rajkot,1018413.0,2020-12-02,90.78,1,Clothing,3546.64,15,127,2.2
T00229,366,28,3,2022-01-01,1,48.0,Other,Mumbai,2368196.0,2019-04-07,24.4,1,Clothing,2710.87,10,470,3.4
T00230,608,48,2,2024-01-01,1,72.0,Male,Mumbai,1918404.0,2021-07-24,99.05,1,Groceries,1241.05,5,166,1.6
T00231,699,68,1,2023-04-09,1,55.0,Other,Vadodara,1284562.0,2022-02-06,92.55,0,Groceries,529.99,15,359,1.0
T00232,124,56,3,2022-08-18,1,52.0,Female,Ahmedabad,322239.0,2020-07-22,5.41,1,Books,1147.25,5,469,1.8
T00233,650,52,2,2022-06-21,1,51.0,Male,Delhi,,2022-06-17,,1,Home,15124.37,5,237,1.4
T00234,724,44,4,2022-03-28,1,48.0,Female,Ahmedabad,444722.0,2021-03-23,9.61,1,Toys,4226.53,5,438,3.1
T00235,919,9,3,2023-07-07,1,40.0,Male,Ahmedabad,1903433.0,2022-12-17,7.98,1,Groceries,630.48,10,463,3.6
T00236,953,32,4,2022-05-03,1,22.0,Male,Mumbai,1422036.0,2023-05-24,49.83,1,Home,21526.0,0,402,2.6
T00237,655,21,1,2024-04-22,1,36.0,Male,Rajkot,544104.0,2021-05-17,52.3,1,Home,13309.82,0,331,2.3
T00238,342,43,1,2022-10-25,1,45.0,Male,Vadodara,582641.0,2022-08-20,23.12,1,Clothing,3245.51,20,342,2.2
T00239,12,14,2,2024-06-03,1,41.0,Female,Vadodara,182958.0,2022-05-19,78.32,1,Books,737.42,0,29,4.8
T00240,835,55,3,2023-11-21,0,49.0,Other,Mumbai,1912650.0,2019-01-26,28.2,0,Electronics,19468.16,20,127,2.0
T00241,310,37,4,2023-07-29,1,22.0,Male,Rajkot,858663.0,2021-04-28,76.28,0,Electronics,42704.08,5,224,4.4
T00242,741,66,2,2023-04-29,0,51.0,Female,Vadodara,1656401.0,2021-06-08,96.96,1,Electronics,57496.3,10,441,2.2
T00243,512,51,1,2022-06-14,1,67.0,Other,Surat,2285041.0,2019-11-04,62.19,1,Groceries,1250.97,15,158,1.5
T00244,966,9,1,2023-11-30,0,59.0,Male,Vadodara,1161322.0,2019-05-22,42.06,1,Groceries,630.48,10,463,3.6
T00245,465,79,3,2023-01-18,0,37.0,Female,Rajkot,1016600.0,2019-11-28,,1,Toys,1960.57,0,359,4.6
T00246,142,96,4,2022-07-28,1,52.0,Other,Ahmedabad,1440804.0,2020-07-06,11.4,0,Toys,2503.56,15,408,1.6
T00247,942,48,3,2024-01-09,1,18.0,Other,Mumbai,370746.0,2019-12-27,42.4,1,Groceries,1241.05,5,166,1.6
T00248,526,87,4,2023-03-08,0,68.0,Male,Mumbai,517508.0,2023-03-26,31.9,0,Clothing,2045.64,5,30,3.3
T00249,606,91,4,2023-01-24,1,69.0,Other,Rajkot,642299.0,2020-10-25,42.21,1,Toys,579.59,10,118,2.8
T00250,229,61,3,2023-07-14,0,67.0,Other,Surat,,2020-02-24,68.96,1,Toys,1764.11,10,163,1.6
T00251,632,8,2,2022-08-12,0,62.0,Other,Rajkot,1367777.0,2019-09-19,76.45,1,Clothing,2620.99,0,163,3.2
T00252,535,59,3,2022-01-03,1,25.0,Female,Rajkot,333186.0,2020-04-09,54.46,1,Clothing,498.06,0,12,1.1
T00253,756,41,3,2023-01-07,1,51.0,Other,Mumbai,509183.0,2019-02-10,33.23,1,Toys,3021.53,10,7,3.2
T00254,884,1,1,2023-11-18,0,56.0,Male,Rajkot,122319.0,2019-01-26,89.52,0,Books,2130.87,10,173,3.0
T00255,115,50,1,2023-03-22,1,53.0,Other,Mumbai,1850362.0,2021-02-02,81.75,0,Groceries,1106.41,15,324,1.4
T00256,802,84,3,2023-09-03,0,44.0,Male,Rajkot,963079.0,2018-01-03,98.44,1,Books,849.78,5,133,1.2
T00257,569,29,3,2022-04-26,1,,Other,Mumbai,125053.0,2019-11-04,15.59,0,Home,4230.28,5,344,1.5
T00258,837,18,1,2022-09-27,1,25.0,Female,Surat,2202894.0,2021-07-10,52.22,1,Toys,1049.25,20,166,1.5
T00259,356,52,4,2023-03-23,1,27.0,Other,Surat,717687.0,2022-02-11,66.68,1,Home,15124.37,5,237,1.4
T00260,644,14,3,2023-01-03,1,54.0,Other,Ahmedabad,2301710.0,2018-11-15,,1,Books,737.42,0,29,4.8
T00261,115,85,2,2022-09-10,1,53.0,Other,Mumbai,1850362.0,2021-02-02,81.75,0,Electronics,28165.65,5,408,4.3
T00262,787,8,2,2022-11-13,1,25.0,Male,Surat,1841881.0,2018-03-12,10.86,1,Clothing,2620.99,0,163,3.2
T00263,79,7,2,2023-02-19,0,52.0,Female,Ahmedabad,2451282.0,2021-09-12,53.98,0,Groceries,1388.41,0,188,4.8
T00264,332,80,3,2022-04-05,1,74.0,Female,Rajkot,446865.0,2021-01-15,66.4,1,Electronics,73715.1,5,150,2.4
T00265,98,84,4,2024-02-24,1,31.0,Male,Rajkot,1958523.0,2022-12-06,98.78,1,Books,849.78,5,133,1.2
T00266,802,92,4,2024-06-10,0,44.0,Male,Rajkot,963079.0,2018-01-03,98.44,1,Clothing,3091.76,0,117,2.8
T00267,925,23,1,2022-01-24,0,36.0,Female,Ahmedabad,,2021-03-13,97.02,1,Clothing,2555.84,20,60,1.3
T00268,868,72,3,2023-09-20,1,63.0,Other,Ahmedabad,1886514.0,2021-07-02,99.52,1,Home,22153.51,5,497,3.0
T00269,957,69,4,2023-10-25,1,32.0,Male,Ahmedabad,883978.0,2020-02-20,46.58,1,Home,21463.29,5,293,1.4
T00270,597,59,3,2024-04-29,0,52.0,Male,Ahmedabad,632885.0,2022-03-24,6.27,1,Clothing,498.06,0,12,1.1
T00271,688,75,1,2022-02-19,0,18.0,Male,Vadodara,1003095.0,2022-02-17,23.16,1,Books,2672.75,5,430,3.2
T00272,74,91,1,2023-05-17,1,18.0,Male,Rajkot,1556720.0,2023-05-04,40.38,0,Toys,579.59,10,118,2.8
T00273,447,81,1,2023-12-19,1,,Other,Rajkot,1412591.0,2020-01-16,52.08,1,Clothing,3546.64,15,127,2.2
T00274,775,45,2,2023-05-13,1,18.0,Male,Vadodara,1713041.0,2023-04-15,21.01,1,Clothing,3844.32,20,221,1.6
T00275,132,76,3,2022-12-01,1,60.0,Female,Mumbai,1692189.0,2019-12-06,,1,Electronics,23392.87,0,186,1.6
T00276,335,39,1,2022-03-20,0,19.0,Other,Rajkot,897615.0,2022-12-17,92.02,1,Books,663.71,15,434,3.0
T00277,865,57,3,2023-08-05,1,44.0,Other,Surat,2137303.0,2020-08-24,5.11,1,Toys,2336.65,15,29,2.6
T00278,494,91,2,2022-01-27,1,50.0,Male,Mumbai,919560.0,2020-11-04,90.34,1,Toys,579.59,10,118,2.8
T00279,732,55,2,2022-09-28,1,73.0,Male,Ahmedabad,1752506.0,2021-12-12,71.97,1,Electronics,19468.16,20,127,2.0
T00280,262,56,1,2023-07-16,0,50.0,Other,Mumbai,2419206.0,2018-03-23,8.95,1,Books,1147.25,5,469,1.8
T00281,161,67,1,2024-03-14,1,31.0,Other,Ahmedabad,785445.0,2020-07-23,25.21,1,Groceries,1390.87,5,96,1.4
T00282,636,49,4,2022-09-04,1,51.0,Male,Surat,484070.0,2022-05-14,,0,Home,14654.86,20,131,4.0
T00283,676,79,3,2024-02-15,1,73.0,Male,Surat,988471.0,2023-06-15,2.38,0,Toys,1960.57,0,359,4.6
T00284,642,14,1,2023-08-14,1,26.0,Other,Vadodara,159565.0,2018-09-01,37.58,1,Books,737.42,0,29,4.8
T00285,153,88,4,2023-01-22,0,18.0,Other,Rajkot,1807933.0,2020-02-03,62.89,1,Toys,2144.89,15,258,4.7
T00286,973,84,3,2023-12-03,1,62.0,Female,Vadodara,1480255.0,2020-01-10,27.69,1,Books,849.78,5,133,1.2
T00287,713,44,1,2023-07-13,1,34.0,Female,Vadodara,1369623.0,2019-12-23,7.09,0,Toys,4226.53,5,438,3.1
T00288,430,16,4,2022-12-27,1,32.0,Other,Rajkot,1950227.0,2020-10-01,93.88,1,Clothing,2613.84,0,178,2.5
T00289,931,90,4,2024-05-15,1,53.0,Other,Delhi,354688.0,2022-08-24,8.44,1,Books,2610.34,15,441,1.2
T00290,665,84,3,2023-05-03,1,74.0,Male,Ahmedabad,1687296.0,2021-08-25,93.09,1,Books,849.78,5,133,1.2
T00291,260,79,4,2022-12-18,1,71.0,Other,Mumbai,1430990.0,2021-03-21,79.63,0,Toys,1960.57,0,359,4.6
T00292,961,62,3,2023-12-02,1,23.0,Male,Delhi,505709.0,2021-08-11,48.93,1,Groceries,1806.85,0,372,4.4
T00293,102,84,3,2022-09-13,0,19.0,Male,Ahmedabad,645057.0,2021-09-03,12.42,0,Books,849.78,5,133,1.2
T00294,541,39,3,2022-08-10,1,18.0,Female,Surat,1840244.0,2020-03-24,46.2,1,Books,663.71,15,434,3.0
T00295,268,85,2,2024-06-02,1,74.0,Male,Delhi,1862596.0,2019-08-05,49.88,1,Electronics,28165.65,5,408,4.3
T00296,357,94,4,2024-01-23,1,66.0,Female,Delhi,1811541.0,2018-03-20,73.34,1,Toys,5998.48,10,387,3.1
T00297,800,46,3,2024-02-20,1,25.0,Other,Surat,,2020-01-06,14.39,0,Toys,5893.35,20,336,1.0
T00298,314,58,1,2022-01-01,1,65.0,Female,Ahmedabad,1634421.0,2019-08-14,43.31,1,Toys,3847.93,20,280,2.1
T00299,640,44,2,2023-06-30,1,41.0,Male,Mumbai,1827693.0,2018-12-05,33.03,1,Toys,4226.53,5,438,3.1
T00300,140,46,2,2023-03-22,1,46.0,Female,Mumbai,1933144.0,2021-08-06,45.81,1,Toys,5893.35,20,336,1.0
T00301,358,55,4,2022-03-20,1,49.0,Other,Rajkot,374269.0,2019-12-16,,1,Electronics,19468.16,20,127,2.0
T00302,229,21,3,2022-08-24,1,67.0,Other,Surat,,2020-02-24,68.96,1,Home,13309.82,0,331,2.3
T00303,928,18,4,2022-11-30,0,38.0,Male,Delhi,671108.0,2021-02-05,53.22,0,Toys,1049.25,20,166,1.5
T00304,785,9,2,2024-06-07,0,27.0,Male,Rajkot,1306561.0,2022-04-10,24.64,0,Groceries,630.48,10,463,3.6
T00305,468,55,3,2022-12-15,1,38.0,Other,Rajkot,269667.0,2022-02-26,33.8,1,Electronics,19468.16,20,127,2.0
T00306,361,1,1,2022-04-08,0,39.0,Other,Vadodara,1409699.0,2022-10-05,65.8,1,Books,2130.87,10,173,3.0
T00307,61,56,3,2022-03-23,0,44.0,Male,Rajkot,753971.0,2018-11-05,66.84,0,Books,1147.25,5,469,1.8
T00308,118,72,2,2023-05-17,1,48.0,Other,Surat,357092.0,2020-11-07,98.45,1,Home,22153.51,5,497,3.0
T00309,462,98,1,2023-04-22,1,65.0,Other,Delhi,693695.0,2022-02-02,55.95,1,Toys,509.15,15,271,2.2
T00310,445,84,3,2023-12-05,1,59.0,Male,Ahmedabad,2238129.0,2022-05-02,65.89,1,Books,849.78,5,133,1.2
T00311,455,75,1,2024-02-04,1,70.0,Female,Mumbai,1056473.0,2021-10-13,15.98,1,Books,2672.75,5,430,3.2
T00312,228,96,1,2023-07-04,1,69.0,Female,Delhi,1546742.0,2023-03-11,47.87,1,Toys,2503.56,15,408,1.6
T00313,484,82,2,2022-01-14,1,69.0,Other,Rajkot,1001250.0,2018-04-22,91.86,0,Books,2343.59,5,112,2.8
T00314,330,82,1,2023-01-27,0,20.0,Female,Vadodara,1537631.0,2019-03-05,94.44,1,Books,2343.59,5,112,2.8
T00315,73,41,4,2022-12-13,1,28.0,Female,Mumbai,398658.0,2022-08-06,68.88,1,Toys,3021.53,10,7,3.2
T00316,490,10,2,2022-11-06,1,50.0,Other,Delhi,2434644.0,2018-05-19,26.47,1,Electronics,60872.09,15,79,1.9
T00317,391,98,4,2023-01-21,1,68.0,Male,Delhi,973306.0,2019-04-27,,1,Toys,509.15,15,271,2.2
T00318,920,81,1,2022-07-28,1,49.0,Other,Mumbai,2017257.0,2023-06-02,13.9,0,Clothing,3546.64,15,127,2.2
T00319,911,74,4,2022-12-23,1,,Other,Mumbai,739415.0,2018-10-22,58.42,1,Groceries,1192.1,10,427,3.2
T00320,898,88,3,2023-08-24,0,57.0,Other,Surat,796839.0,2022-10-25,76.4,1,Toys,2144.89,15,258,4.7
T00321,610,15,1,2023-07-22,1,65.0,Female,Mumbai,1789613.0,2022-12-03,30.45,1,Electronics,43365.65,5,281,4.9
T00322,770,38,3,2022-04-04,1,74.0,Other,Vadodara,2325673.0,2019-08-29,54.59,1,Home,5816.79,5,433,4.9
T00323,723,15,4,2022-04-03,1,39.0,Male,Vadodara,491535.0,2019-06-14,,0,Electronics,43365.65,5,281,4.9
T00324,441,40,3,2022-12-06,0,35.0,Male,Vadodara,1888331.0,2020-03-27,33.41,0,Toys,2580.47,0,234,3.2
T00325,474,52,1,2023-08-20,1,,Other,Vadodara,988906.0,2019-02-04,99.73,1,Home,15124.37,5,237,1.4
T00326,663,55,3,2023-03-21,1,34.0,Male,Rajkot,2088379.0,2018-09-23,12.6,1,Electronics,19468.16,20,127,2.0
T00327,24,93,4,2024-01-27,0,61.0,Female,Rajkot,1872554.0,2020-01-26,29.59,0,Groceries,596.84,5,225,3.2
T00328,189,11,4,2022-01-22,1,34.0,Other,Surat,2009942.0,2020-11-05,71.82,1,Groceries,1509.99,5,156,2.5
T00329,337,49,4,2022-10-18,1,72.0,Male,Delhi,1335716.0,2022-09-05,43.2,0,Home,14654.86,20,131,4.0
T00330,454,91,1,2023-04-30,1,41.0,Other,Ahmedabad,656027.0,2021-06-29,44.31,1,Toys,579.59,10,118,2.8
T00331,268,37,4,2024-02-23,1,74.0,Male,Delhi,1862596.0,2019-08-05,49.88,1,Electronics,42704.08,5,224,4.4
T00332,416,96,1,2022-11-02,1,70.0,Female,Delhi,2113233.0,2023-05-14,47.84,1,Toys,2503.56,15,408,1.6
T00333,923,7,3,2023-09-26,1,72.0,Male,Vadodara,2284145.0,2022-06-18,39.35,1,Groceries,1388.41,0,188,4.8
T00334,763,76,4,2022-05-08,1,71.0,Female,Ahmedabad,607759.0,2019-12-25,91.38,1,Electronics,23392.87,0,186,1.6
T00335,326,37,3,2023-09-17,0,35.0,Female,Ahmedabad,1323459.0,2021-07-17,76.42,1,Electronics,42704.08,5,224,4.4
T00336,929,58,2,2022-09-30,1,45.0,Male,Mumbai,,2021-04-18,85.17,1,Toys,3847.93,20,280,2.1
T00337,347,14,3,2024-04-27,0,49.0,Female,Rajkot,1264422.0,2021-07-30,18.33,1,Books,737.42,0,29,4.8
T00338,446,44,2,2023-03-18,0,49.0,Other,Rajkot,2454193.0,2023-06-22,31.73,1,Toys,4226.53,5,438,3.1
T00339,457,67,3,2023-05-18,1,70.0,Female,Delhi,996962.0,2022-01-27,85.26,0,Groceries,1390.87,5,96,1.4
T00340,784,79,1,2022-05-10,1,55.0,Female,Mumbai,989896.0,2022-10-05,98.61,1,Toys,1960.57,0,359,4.6
T00341,382,15,3,2022-05-12,1,26.0,Female,Rajkot,1133445.0,2022-11-23,74.43,0,Electronics,43365.65,5,281,4.9
T00342,473,27,1,2023-08-20,1,50.0,Female,Rajkot,577623.0,2020-07-25,,1,Toys,5415.7,5,88,4.7
T00343,890,48,1,2023-04-27,1,62.0,Other,Mumbai,1658409.0,2021-09-13,,0,Groceries,1241.05,5,166,1.6
T00344,611,42,4,2024-05-11,0,25.0,Female,Mumbai,778496.0,2022-02-01,12.24,1,Home,5795.42,15,273,4.8
T00345,714,60,1,2023-01-25,1,72.0,Male,Ahmedabad,865059.0,2021-10-15,,1,Clothing,500.57,10,253,4.9
T00346,792,35,2,2023-08-16,1,21.0,Other,Vadodara,490814.0,2021-08-30,30.0,1,Groceries,1662.07,20,221,2.9
T00347,744,20,4,2022-11-21,1,49.0,Female,Vadodara,1413978.0,2018-02-19,64.88,1,Home,8966.39,5,215,3.3
T00348,5,97,4,2022-03-10,1,47.0,Other,Ahmedabad,1936466.0,2020-01-10,62.66,0,Home,14355.86,10,272,1.7
T00349,621,52,3,2023-10-22,1,19.0,Female,Vadodara,2294008.0,2018-09-28,89.52,1,Home,15124.37,5,237,1.4
T00350,716,36,1,2023-03-24,1,64.0,Other,Delhi,1538748.0,2021-02-03,47.87,1,Home,22807.24,15,316,4.6
T00351,996,68,1,2023-06-12,0,60.0,Female,Vadodara,1492505.0,2022-12-10,50.5,1,Groceries,529.99,15,359,1.0
T00352,871,59,2,2024-03-29,1,44.0,Other,Rajkot,481018.0,2018-02-06,14.05,1,Clothing,498.06,0,12,1.1
T00353,549,89,3,2023-09-09,1,59.0,Female,Surat,976647.0,2022-04-12,79.45,0,Electronics,28480.84,15,255,1.7
T00354,670,61,3,2022-06-14,1,31.0,Other,Surat,442751.0,2021-06-03,84.15,1,Toys,1764.11,10,163,1.6
T00355,657,47,4,2023-05-03,0,64.0,Other,Mumbai,337736.0,2019-05-12,58.43,0,Toys,3240.34,10,428,1.3
T00356,611,76,4,2023-12-14,1,25.0,Female,Mumbai,778496.0,2022-02-01,12.24,1,Electronics,23392.87,0,186,1.6
T00357,537,93,4,2023-12-10,0,40.0,Male,Surat,1636978.0,2019-07-14,58.2,1,Groceries,596.84,5,225,3.2
T00358,118,2,2,2023-03-02,1,48.0,Other,Surat,357092.0,2020-11-07,98.45,1,Electronics,28275.9,0,13,4.8
T00359,614,18,2,2023-11-28,1,45.0,Female,Vadodara,2059115.0,2018-12-13,24.93,1,Toys,1049.25,20,166,1.5
T00360,214,26,4,2024-04-13,0,69.0,Female,Mumbai,2307582.0,2022-09-26,76.89,0,Home,14697.98,10,40,1.1
T00361,637,31,3,2022-09-22,1,19.0,Female,Delhi,516865.0,2020-07-12,6.92,1,Home,4409.07,0,138,3.0
T00362,541,74,2,2024-05-24,0,18.0,Female,Surat,1840244.0,2020-03-24,46.2,1,Groceries,1192.1,10,427,3.2
T00363,689,46,3,2023-09-04,1,43.0,Other,Rajkot,1180382.0,2021-09-12,32.09,1,Toys,5893.35,20,336,1.0
T00364,281,5,3,2022-12-08,1,36.0,Female,Delhi,204143.0,2020-04-22,67.32,1,Home,23609.45,5,108,2.9
T00365,527,72,1,2024-04-11,0,62.0,Male,Surat,857322.0,2022-01-17,64.81,1,Home,22153.51,5,497,3.0
T00366,548,22,4,2023-12-27,0,23.0,Male,Mumbai,951409.0,2022-09-27,55.06,1,Clothing,2891.78,5,169,1.9
T00367,563,89,1,2022-10-05,1,39.0,Male,Mumbai,869001.0,2018-09-30,32.96,1,Electronics,28480.84,15,255,1.7
T00368,513,80,4,2023-11-05,0,30.0,Other,Rajkot,1427150.0,2022-05-20,53.75,1,Electronics,73715.1,5,150,2.4
T00369,747,63,4,2023-03-15,0,51.0,Other,Mumbai,382207.0,2022-03-16,76.83,0,Groceries,1408.51,10,345,4.0
T00370,945,76,3,2022-06-06,1,44.0,Female,Delhi,129898.0,2018-10-25,80.3,1,Electronics,23392.87,0,186,1.6
T00371,515,74,4,2023-02-26,1,50.0,Male,Ahmedabad,1767142.0,2021-06-25,40.38,1,Groceries,1192.1,10,427,3.2
T00372,332,74,3,2022-09-08,1,74.0,Female,Rajkot,446865.0,2021-01-15,66.4,1,Groceries,1192.1,10,427,3.2
T00373,127,49,3,2024-05-27,0,40.0,Other,Vadodara,618290.0,2022-12-30,48.63,1,Home,14654.86,20,131,4.0
T00374,547,63,4,2023-09-01,0,45.0,Male,Delhi,1867824.0,2020-02-10,,1,Groceries,1408.51,10,345,4.0
T00375,657,100,3,2023-06-14,0,64.0,Other,Mumbai,337736.0,2019-05-12,58.43,0,Home,11936.9,15,229,1.8
T00376,19,21,3,2022-11-23,0,73.0,Female,Ahmedabad,1596714.0,2022-07-11,36.67,0,Home,13309.82,0,331,2.3
T00377,271,49,3,2024-06-13,1,46.0,Other,Delhi,512745.0,2018-08-21,86.87,1,Home,14654.86,20,131,4.0
T00378,36,100,2,2022-04-07,1,38.0,Male,Surat,221336.0,2022-02-23,96.83,1,Home,11936.9,15,229,1.8
T00379,71,30,3,2023-05-28,0,,Male,Mumbai,1808529.0,2022-08-02,67.85,1,Groceries,1889.88,15,487,2.0
T00380,300,48,2,2022-08-04,1,66.0,Female,Vadodara,745276.0,2022-03-20,45.08,1,Groceries,1241.05,5,166,1.6
T00381,651,92,2,2022-05-12,1,27.0,Other,Delhi,1845114.0,2022-08-18,56.05,0,Clothing,3091.76,0,117,2.8
T00382,303,11,3,2022-09-17,1,34.0,Female,Mumbai,,2020-07-03,37.4,1,Groceries,1509.99,5,156,2.5
T00383,817,100,3,2022-05-05,1,32.0,Female,Ahmedabad,1156744.0,2022-12-02,92.19,1,Home,11936.9,15,229,1.8
T00384,901,99,2,2022-03-23,1,54.0,Other,Ahmedabad,2373752.0,2020-09-21,24.94,0,Toys,5881.93,20,275,4.6
T00385,21,90,2,2022-10-10,0,34.0,Male,Rajkot,1139253.0,2021-03-26,19.64,1,Books,2610.34,15,441,1.2
T00386,243,46,3,2023-11-14,0,31.0,Male,Surat,554093.0,2019-09-20,13.37,1,Toys,5893.35,20,336,1.0
T00387,398,66,3,2022-02-28,1,58.0,Male,Ahmedabad,168361.0,2020-09-23,91.01,1,Electronics,57496.3,10,441,2.2
T00388,794,49,4,2023-06-28,0,28.0,Male,Vadodara,1682111.0,2018-03-23,56.08,1,Home,14654.86,20,131,4.0
T00389,205,40,2,2022-06-10,1,47.0,Other,Mumbai,435334.0,2020-06-16,74.26,1,Toys,2580.47,0,234,3.2
T00390,762,82,2,2022-10-11,1,18.0,Other,Vadodara,792994.0,2019-02-10,77.81,0,Books,2343.59,5,112,2.8
T00391,412,82,4,2022-04-16,1,30.0,Male,Ahmedabad,994282.0,2022-10-30,11.94,1,Books,2343.59,5,112,2.8
T00392,828,9,2,2022-04-15,1,47.0,Male,Ahmedabad,763438.0,2018-01-02,76.68,1,Groceries,630.48,10,463,3.6
T00393,149,87,1,2023-03-15,1,65.0,Other,Delhi,1134057.0,2021-12-01,13.89,1,Clothing,2045.64,5,30,3.3
T00394,299,83,2,2022-08-16,1,47.0,Female,Delhi,501435.0,2019-10-23,85.94,1,Clothing,1138.42,20,478,1.1
T00395,147,76,4,2023-12-01,1,50.0,Other,Delhi,1559401.0,2022-02-16,29.52,0,Electronics,23392.87,0,186,1.6
T00396,888,94,1,2023-08-05,0,73.0,Other,Delhi,751973.0,2023-02-23,38.19,0,Toys,5998.48,10,387,3.1
T00397,139,29,3,2022-11-14,1,21.0,Male,Mumbai,,2019-10-14,33.11,0,Home,4230.28,5,344,1.5
T00398,20,4,4,2023-04-09,0,71.0,Other,Mumbai,895393.0,2023-03-03,52.47,1,Toys,1696.13,20,79,4.4
T00399,163,90,4,2024-03-12,1,,Other,Delhi,2149319.0,2020-10-31,89.14,1,Books,2610.34,15,441,1.2
T00400,211,19,3,2023-08-22,1,37.0,Other,Delhi,1028928.0,2019-01-23,23.88,1,Electronics,35068.14,10,456,2.2
T00401,183,31,4,2024-05-31,1,44.0,Other,Delhi,1296639.0,2021-08-22,62.39,1,Home,4409.07,0,138,3.0
T00402,570,24,2,2024-05-23,1,45.0,Male,Mumbai,,2020-08-17,71.53,1,Books,2901.81,0,436,3.3
T00403,586,66,3,2023-04-17,1,50.0,Other,Vadodara,219144.0,2021-06-18,81.63,1,Electronics,57496.3,10,441,2.2
T00404,69,54,4,2022-02-25,1,37.0,Female,Surat,1344804.0,2021-07-21,,1,Clothing,719.93,15,389,2.5
T00405,514,94,3,2023-09-17,0,74.0,Male,Vadodara,2458777.0,2023-06-17,7.29,1,Toys,5998.48,10,387,3.1
T00406,447,28,3,2022-01-13,1,,Other,Rajkot,1412591.0,2020-01-16,52.08,1,Clothing,2710.87,10,470,3.4
T00407,843,19,3,2023-03-16,1,35.0,Female,Rajkot,2301033.0,2019-11-02,44.55,1,Electronics,35068.14,10,456,2.2
T00408,365,70,1,2022-01-18,1,33.0,Other,Mumbai,258877.0,2021-11-30,70.1,1,Clothing,2516.66,15,15,2.2
T00409,446,81,4,2023-11-25,1,49.0,Other,Rajkot,2454193.0,2023-06-22,31.73,1,Clothing,3546.64,15,127,2.2
T00410,822,58,1,2022-04-23,0,55.0,Other,Vadodara,1235834.0,2021-06-17,91.0,1,Toys,3847.93,20,280,2.1
T00411,180,49,4,2022-08-17,1,74.0,Male,Vadodara,1516908.0,2022-05-30,2.36,1,Home,14654.86,20,131,4.0
T00412,413,76,2,2022-06-20,1,65.0,Female,Mumbai,1002156.0,2019-07-23,4.39,1,Electronics,23392.87,0,186,1.6
T00413,835,22,2,2022-10-22,1,49.0,Other,Mumbai,1912650.0,2019-01-26,28.2,0,Clothing,2891.78,5,169,1.9
T00414,33,13,2,2022-07-08,0,,Male,Vadodara,1382916.0,2019-12-01,53.4,1,Groceries,821.97,20,273,2.9
